Created: 11/14/2024	04:13:58 PM
counter	t[min]	#1ch1	#1ch2	#1ch3	#1ch4	#1ch5	#1ch6	#1ch7	#1ch8	#1ch9	#1ch10	#1ch11	#1ch12	#1ch13	#1ch14	#1ch15	#1ch16	#2ch1	#2ch2	#2ch3	#2ch4	#2ch5	#2ch6	#2ch7	#2ch8	#2ch9	#2ch10	#2ch11	#2ch12	#2ch13	#2ch14	#2ch15	#2ch16	#3ch1	#3ch2	#3ch3	#3ch4	#3ch5	#3ch6	#3ch7	#3ch8	#3ch9	#3ch10	#3ch11	#3ch12	#3ch13	#3ch14	#3ch15	#3ch16	#4ch1	#4ch2	#4ch3	#4ch4	#4ch5	#4ch6	#4ch7	#4ch8	#4ch9	#4ch10	#4ch11	#4ch12	#4ch13	#4ch14	#4ch15	#4ch16
Start: 11/14/2024	04:13:58 PM
1	-0.003	0.0	-0.003	-0.006	-0.005	0.002	21.938
2	-0.002	-0.002	-0.006	-0.008	-0.006	0.0	21.938
3	-0.003	0.0	-0.006	-0.008	-0.006	0.0	21.938
4	-0.002	0.002	-0.005	-0.006	-0.005	0.002	21.938
5	-0.003	0.0	-0.005	-0.008	-0.006	0.0	21.938
6	-0.005	-0.002	-0.008	-0.009	-0.008	-0.003	21.938
7	-0.003	0.0	-0.006	-0.008	-0.006	0.0	21.938
8	-0.005	-0.002	-0.006	-0.008	-0.008	-0.002	21.938
9	-0.003	-0.002	-0.006	-0.006	-0.006	0.0	21.938
10	-0.003	-0.002	-0.006	-0.008	-0.005	0.0	21.938
11	-0.003	0.0	-0.006	-0.008	-0.006	0.0	21.938
12	-0.003	0.0	-0.006	-0.008	-0.006	0.0	21.938
13	-0.003	0.0	-0.006	-0.008	-0.006	0.0	21.938
14	-0.005	-0.003	-0.008	-0.009	-0.008	-0.002	21.938
15	-0.005	-0.002	-0.008	-0.008	-0.008	-0.003	21.938
16	-0.002	-0.002	-0.006	-0.006	-0.006	-0.002	21.938
17	-0.005	-0.002	-0.006	-0.008	-0.006	0.0	21.938
18	-0.003	0.002	-0.005	-0.006	-0.005	0.0	21.938
19	-0.003	-0.002	-0.006	-0.008	-0.006	0.0	21.938
20	-0.003	0.0	-0.006	-0.008	-0.006	0.0	21.938
21	-0.003	0.0	-0.006	-0.008	-0.006	-0.002	21.938
22	-0.003	0.0	-0.005	-0.008	-0.005	0.0	21.938
23	-0.003	0.0	-0.005	-0.006	-0.006	0.0	21.938
