Created: 11/14/2024	03:42:46 PM
counter	t[min]	#1ch1	#1ch2	#1ch3	#1ch4	#1ch5	#1ch6	#1ch7	#1ch8	#1ch9	#1ch10	#1ch11	#1ch12	#1ch13	#1ch14	#1ch15	#1ch16	#2ch1	#2ch2	#2ch3	#2ch4	#2ch5	#2ch6	#2ch7	#2ch8	#2ch9	#2ch10	#2ch11	#2ch12	#2ch13	#2ch14	#2ch15	#2ch16	#3ch1	#3ch2	#3ch3	#3ch4	#3ch5	#3ch6	#3ch7	#3ch8	#3ch9	#3ch10	#3ch11	#3ch12	#3ch13	#3ch14	#3ch15	#3ch16	#4ch1	#4ch2	#4ch3	#4ch4	#4ch5	#4ch6	#4ch7	#4ch8	#4ch9	#4ch10	#4ch11	#4ch12	#4ch13	#4ch14	#4ch15	#4ch16
Start: 11/14/2024	03:42:46 PM
1	-0.005	-0.002	-0.008	-0.009	-0.008	-0.002	22.062
2	-0.006	-0.003	-0.008	-0.009	-0.008	-0.003	22.062
3	-0.005	-0.003	-0.009	-0.009	-0.008	-0.003	22.062
4	-0.005	-0.005	-0.009	-0.009	-0.008	-0.002	22.062
5	-0.005	-0.003	-0.006	-0.009	-0.008	-0.002	22.062
6	-0.003	-0.002	-0.008	-0.009	-0.008	-0.003	22.062
7	-0.005	-0.002	-0.006	-0.008	-0.006	-0.002	22.062
8	-0.005	-0.002	-0.009	-0.009	-0.008	-0.003	22.062
9	-0.005	-0.002	-0.009	-0.009	-0.009	-0.003	22.062
10	-0.005	-0.002	-0.008	-0.009	-0.008	-0.002	22.062
11	-0.006	-0.003	-0.008	-0.009	-0.008	-0.003	22.062
12	-0.005	-0.003	-0.008	-0.009	-0.008	-0.003	22.062
13	-0.005	-0.002	-0.008	-0.009	-0.008	-0.002	22.062
14	-0.006	-0.002	-0.009	-0.008	-0.008	-0.002	22.062
15	-0.006	-0.002	-0.008	-0.009	-0.006	-0.002	22.062
16	-0.005	-0.003	-0.008	-0.009	-0.009	-0.002	22.062
17	-0.005	-0.002	-0.008	-0.009	-0.008	-0.002	22.062
18	-0.005	-0.003	-0.008	-0.009	-0.006	-0.003	22.062
19	-0.006	-0.002	-0.008	-0.009	-0.006	-0.002	22.062
20	-0.006	-0.002	-0.008	-0.009	-0.008	-0.003	22.062
21	-0.003	0.0	-0.006	-0.008	-0.005	-0.002	22.062
22	-0.006	-0.002	-0.008	-0.008	-0.008	-0.002	22.062
23	-0.005	-0.002	-0.008	-0.009	-0.009	-0.003	22.062
24	-0.006	-0.002	-0.009	-0.011	-0.009	-0.002	22.062
25	-0.005	-0.002	-0.008	-0.009	-0.008	-0.003	22.062
26	-0.005	-0.003	-0.008	-0.009	-0.008	-0.002	22.062
27	-0.005	-0.003	-0.008	-0.009	-0.008	-0.003	22.062
28	-0.003	0.0	-0.005	-0.008	-0.006	0.0	22.062
29	-0.005	-0.002	-0.009	-0.009	-0.009	-0.002	22.062
30	-0.006	-0.002	-0.008	-0.011	-0.008	-0.003	22.062
31	-0.003	0.0	-0.006	-0.008	-0.005	0.0	22.062
32	-0.005	-0.002	-0.008	-0.008	-0.008	-0.002	22.062
33	-0.005	-0.003	-0.008	-0.008	-0.008	-0.003	22.062
34	-0.005	-0.003	-0.009	-0.009	-0.006	-0.003	22.062
35	-0.005	-0.003	-0.008	-0.009	-0.008	-0.002	22.062
36	-0.005	-0.003	-0.008	-0.008	-0.008	-0.003	22.062
37	-0.003	0.0	-0.005	-0.006	-0.006	-0.002	22.062
38	-0.005	-0.003	-0.008	-0.011	-0.008	-0.003	22.062
39	-0.005	0.0	-0.006	-0.008	-0.006	0.0	22.062
40	-0.006	-0.003	-0.008	-0.011	-0.008	-0.003	22.062
41	-0.005	-0.003	-0.008	-0.008	-0.008	-0.002	22.062
42	-0.006	-0.003	-0.009	-0.009	-0.006	-0.002	22.062
43	-0.005	-0.003	-0.008	-0.011	-0.008	-0.002	22.062
44	-0.005	-0.003	-0.008	-0.009	-0.008	-0.002	22.062
45	-0.005	-0.003	-0.009	-0.009	-0.009	-0.003	22.062
46	-0.005	-0.002	-0.008	-0.009	-0.008	-0.003	22.062
47	-0.005	-0.002	-0.008	-0.009	-0.008	-0.003	22.062
48	-0.005	-0.003	-0.008	-0.008	-0.008	-0.003	22.062
49	-0.006	-0.002	-0.008	-0.009	-0.006	-0.002	22.062
50	-0.005	-0.002	-0.009	-0.009	-0.008	-0.003	22.062
51	-0.005	-0.003	-0.006	-0.009	-0.008	-0.003	22.062
52	-0.006	-0.003	-0.008	-0.009	-0.009	-0.003	22.062
53	-0.005	-0.002	-0.008	-0.009	-0.008	-0.002	22.062
54	-0.006	-0.003	-0.008	-0.009	-0.008	-0.003	22.062
55	-0.005	-0.003	-0.009	-0.009	-0.009	-0.002	22.062
56	-0.003	0.0	-0.006	-0.008	-0.006	0.0	22.062
57	-0.005	-0.003	-0.008	-0.011	-0.008	-0.003	22.062
58	-0.005	-0.002	-0.008	-0.009	-0.008	-0.003	22.062
59	-0.005	-0.003	-0.009	-0.008	-0.008	-0.003	22.062
60	-0.006	-0.002	-0.009	-0.009	-0.008	-0.002	22.062
61	-0.006	-0.002	-0.008	-0.009	-0.008	-0.002	22.062
62	-0.005	-0.003	-0.009	-0.009	-0.008	-0.003	22.062
63	-0.005	-0.002	-0.008	-0.009	-0.006	-0.003	22.062
64	-0.005	-0.003	-0.008	-0.009	-0.008	-0.003	22.062
65	-0.006	-0.003	-0.008	-0.011	-0.008	-0.002	22.062
66	-0.006	-0.003	-0.009	-0.011	-0.009	-0.003	22.062
67	-0.005	-0.002	-0.008	-0.009	-0.008	-0.003	22.062
68	-0.003	-0.002	-0.006	-0.009	-0.006	-0.002	22.062
69	-0.005	-0.003	-0.009	-0.009	-0.009	-0.003	22.062
70	-0.003	-0.002	-0.006	-0.008	-0.006	0.0	22.062
71	-0.003	0.0	-0.006	-0.006	-0.006	-0.002	22.062
